"","SEQN","RIAGENDR","RIDAGEYR","RIDRETH1","DMDBORN","DMDCITZN","DMDEDUC3","DMDMARTL","DMDFMSIZ","INDFMINC"
"9173",40299,"male",28,"Non-Hispanic White","The US","A citizen of the US",19,"Never married",1,6
"9176",40302,"male",55,"Non-Hispanic White","The US","A citizen of the US",20,"Never married",1,5
"9182",40308,"male",46,"Non-Hispanic White","The US","A citizen of the US",19,"Divorced",4,5
"9184",40310,"male",36,"Non-Hispanic Black","The US","A citizen of the US",18,"Divorced",6,6
"9185",40311,"female",37,"Non-Hispanic White","The US","A citizen of the US",20,"Never married",2,7
"9191",40317,"male",60,"Non-Hispanic White","The US","A citizen of the US",19,"Married",2,8
"9192",40318,"male",74,"Other Race - Including Multi-Racial","The US","A citizen of the US",20,"Married",2,6
"9193",40319,"male",27,"Other Race - Including Multi-Racial","The US","A citizen of the US",20,"Living with partner",1,11
"9195",40321,"male",39,"Non-Hispanic White","Elsewhere","Not a citizen of the US",20,"Married",4,11
"9196",40322,"male",29,"Non-Hispanic White","The US","A citizen of the US",18,"Living with partner",1,8
"9200",40326,"female",41,"Mexican American","Mexico","Not a citizen of the US",16,"Married",6,5
"9205",40331,"male",38,"Non-Hispanic White","The US","A citizen of the US",17,"Never married",1,7
"9207",40333,"male",23,"Mexican American","The US","A citizen of the US",18,"Never married",3,9
"9209",40335,"female",61,"Other Race - Including Multi-Racial","The US","A citizen of the US",18,"Married",2,9
"9212",40338,"male",41,"Non-Hispanic White","The US","A citizen of the US",18,"Married",3,7
"9213",40339,"female",50,"Non-Hispanic White","The US","A citizen of the US",17,"Divorced",3,11
"9219",40345,"male",54,"Non-Hispanic White","The US","A citizen of the US",18,"Divorced",2,6
"9221",40347,"male",36,"Mexican American","Mexico","Not a citizen of the US",16,"Married",5,6
"9225",40351,"female",56,"Other Hispanic","The US","A citizen of the US",19,"Married",2,11
"9226",40352,"male",20,"Other Race - Including Multi-Racial","The US","A citizen of the US",19,"Never married",5,9
"9227",40353,"male",66,"Non-Hispanic White","The US","A citizen of the US",18,"Married",2,6
"9229",40355,"female",21,"Non-Hispanic White","The US","A citizen of the US",17,"Married",2,3
"9230",40356,"male",48,"Non-Hispanic Black","The US","A citizen of the US",19,"Never married",3,9
"9232",40358,"female",63,"Non-Hispanic White","The US","A citizen of the US",19,"Living with partner",1,3
"9237",40363,"female",62,"Non-Hispanic White","The US","A citizen of the US",20,"Married",2,11
"9238",40364,"male",52,"Mexican American","The US","A citizen of the US",19,"Divorced",1,8
"9241",40367,"female",43,"Non-Hispanic White","Elsewhere","A citizen of the US",20,"Married",3,11
"9243",40369,"male",67,"Non-Hispanic White","The US","A citizen of the US",18,"Married",2,6
"9244",40370,"male",48,"Non-Hispanic White","The US","A citizen of the US",20,"Married",2,11
"9247",40373,"male",43,"Non-Hispanic White","The US","A citizen of the US",17,"Living with partner",4,2
"9252",40378,"male",34,"Non-Hispanic White","The US","A citizen of the US",18,"Married",4,3
"9254",40380,"female",70,"Non-Hispanic Black","The US","A citizen of the US",17,"Widowed",1,2
"9255",40381,"female",34,"Other Race - Including Multi-Racial","Elsewhere","A citizen of the US",20,"Married",3,11
"9256",40382,"male",83,"Non-Hispanic White","The US","A citizen of the US",19,"Widowed",1,6
"9257",40383,"female",63,"Non-Hispanic White","The US","A citizen of the US",18,"Married",7,6
"9258",40384,"female",34,"Mexican American","The US","A citizen of the US",17,"Married",4,7
"9260",40386,"female",56,"Non-Hispanic White","The US","A citizen of the US",20,"Married",3,9
"9261",40387,"male",70,"Other Hispanic","Elsewhere","Not a citizen of the US",17,"Never married",1,2
"9262",40388,"male",22,"Non-Hispanic Black","The US","A citizen of the US",17,"Living with partner",4,5
"9263",40389,"male",71,"Non-Hispanic White","The US","A citizen of the US",18,"Never married",2,4
"9265",40391,"male",69,"Non-Hispanic White","The US","A citizen of the US",18,"Married",2,3
"9270",40396,"female",62,"Mexican American","Mexico","Not a citizen of the US",16,"Never married",3,2
"9271",40397,"female",23,"Mexican American","Mexico","Not a citizen of the US",19,"Married",2,1
"9272",40398,"male",56,"Non-Hispanic Black","Elsewhere","Not a citizen of the US",17,"Married",2,7
"9273",40399,"male",85,"Non-Hispanic White","The US","A citizen of the US",20,"Married",2,8
"9274",40400,"female",69,"Mexican American","Mexico","Not a citizen of the US",16,"Married",3,7
"9276",40402,"male",40,"Non-Hispanic White","The US","A citizen of the US",20,"Living with partner",1,11
"9278",40404,"female",40,"Other Race - Including Multi-Racial","The US","A citizen of the US",19,"Married",3,9
"9280",40406,"female",25,"Non-Hispanic White","The US","A citizen of the US",19,"Never married",1,2
"9282",40408,"male",49,"Non-Hispanic Black","The US","A citizen of the US",18,"Living with partner",2,8
"9283",40409,"female",40,"Mexican American","The US","A citizen of the US",18,"Divorced",3,11
"9284",40410,"male",77,"Non-Hispanic White","The US","A citizen of the US",19,"Married",2,7
"9291",40417,"female",21,"Non-Hispanic White","The US","A citizen of the US",19,"Never married",3,11
"9294",40420,"female",25,"Other Hispanic","Elsewhere","Not a citizen of the US",16,"Living with partner",3,2
"9295",40421,"female",40,"Non-Hispanic Black","The US","A citizen of the US",18,"Married",2,5
"9296",40422,"female",61,"Mexican American","The US","A citizen of the US",18,"Married",3,7
"9297",40423,"female",61,"Non-Hispanic White","The US","A citizen of the US",19,"Living with partner",1,5
"9299",40425,"male",82,"Mexican American","Mexico","A citizen of the US",16,"Widowed",1,2
"9301",40427,"male",24,"Mexican American","The US","A citizen of the US",17,"Married",3,6
"9303",40429,"male",21,"Non-Hispanic Black","The US","A citizen of the US",18,"Never married",2,4
"9305",40431,"male",34,"Non-Hispanic White","The US","A citizen of the US",18,"Married",3,7
"9306",40432,"female",81,"Non-Hispanic White","The US","A citizen of the US",16,"Married",3,4
"9307",40433,"male",22,"Non-Hispanic White","The US","A citizen of the US",18,"Never married",1,5
"9308",40434,"male",38,"Non-Hispanic White","The US","A citizen of the US",18,"Married",4,11
"9309",40435,"male",51,"Mexican American","The US","A citizen of the US",19,"Married",3,11
"9310",40436,"male",23,"Non-Hispanic White","The US","A citizen of the US",20,"Never married",3,11
"9313",40439,"male",31,"Non-Hispanic White","The US","A citizen of the US",19,"Married",6,11
"9318",40444,"female",24,"Non-Hispanic White","The US","A citizen of the US",19,"Married",4,9
"9320",40446,"male",32,"Non-Hispanic Black","The US","A citizen of the US",18,"Married",2,9
"9326",40452,"male",40,"Non-Hispanic Black","The US","A citizen of the US",17,"Never married",3,9
"9328",40454,"female",51,"Non-Hispanic White","The US","A citizen of the US",17,"Divorced",7,8
"9333",40459,"male",54,"Non-Hispanic White","The US","A citizen of the US",18,"Married",5,11
"9334",40460,"female",45,"Non-Hispanic White","The US","A citizen of the US",19,"Married",4,9
"9335",40461,"female",82,"Non-Hispanic White","The US","A citizen of the US",18,"Married",3,11
"9336",40462,"female",81,"Non-Hispanic White","The US","A citizen of the US",19,"Widowed",1,8
"9339",40465,"female",26,"Other Hispanic","Elsewhere","Not a citizen of the US",18,"Married",5,7
"9341",40467,"female",25,"Mexican American","Mexico","Not a citizen of the US",17,"Married",3,6
"9345",40471,"male",26,"Non-Hispanic Black","The US","A citizen of the US",17,"Living with partner",1,3
"9348",40474,"male",55,"Non-Hispanic White","The US","A citizen of the US",18,"Married",4,6
"9349",40475,"female",51,"Non-Hispanic Black","The US","A citizen of the US",18,"Never married",2,3
"9350",40476,"female",25,"Non-Hispanic White","The US","A citizen of the US",16,"Divorced",3,2
"9355",40481,"male",36,"Non-Hispanic Black","The US","A citizen of the US",20,"Married",5,11
"9357",40483,"male",24,"Non-Hispanic Black","The US","A citizen of the US",20,"Married",7,11
"9359",40485,"female",69,"Mexican American","The US","A citizen of the US",18,"Widowed",2,5
"9363",40489,"female",21,"Non-Hispanic White","The US","A citizen of the US",19,"Living with partner",2,11
"9364",40490,"female",36,"Other Race - Including Multi-Racial","Elsewhere","A citizen of the US",18,"Living with partner",5,9
"9366",40492,"male",41,"Mexican American","Mexico","Not a citizen of the US",16,"Married",5,1
"9375",40501,"female",20,"Non-Hispanic Black","The US","A citizen of the US",17,"Living with partner",1,3
"9376",40502,"female",23,"Non-Hispanic White","The US","A citizen of the US",20,"Living with partner",1,6
"9380",40506,"male",32,"Mexican American","Mexico","Not a citizen of the US",17,"Married",5,9
"9384",40510,"female",23,"Non-Hispanic White","The US","A citizen of the US",19,"Married",3,10
"9385",40511,"male",47,"Non-Hispanic Black","The US","A citizen of the US",18,"Married",5,11
"9386",40512,"male",30,"Non-Hispanic White","The US","A citizen of the US",19,"Living with partner",1,6
"9387",40513,"female",27,"Mexican American","The US","A citizen of the US",19,"Living with partner",7,11
"9388",40514,"female",45,"Non-Hispanic White","The US","A citizen of the US",19,"Never married",1,6
"9389",40515,"male",73,"Non-Hispanic White","The US","A citizen of the US",18,"Divorced",1,3
"9391",40517,"female",30,"Non-Hispanic White","The US","A citizen of the US",20,"Married",4,6
"9392",40518,"female",62,"Non-Hispanic White","The US","A citizen of the US",18,"Married",2,8
"9393",40519,"male",35,"Non-Hispanic White","The US","A citizen of the US",20,"Married",2,11
"9394",40520,"female",85,"Non-Hispanic White","The US","A citizen of the US",16,"Divorced",1,3
"9397",40523,"male",67,"Mexican American","The US","A citizen of the US",16,"Widowed",1,11
"9402",40528,"male",27,"Non-Hispanic White","The US","A citizen of the US",18,"Married",7,8
"9404",40530,"female",24,"Non-Hispanic White","The US","A citizen of the US",17,"Divorced",5,1
"9405",40531,"female",69,"Mexican American","The US","A citizen of the US",16,"Widowed",1,3
"9406",40532,"female",41,"Non-Hispanic White","The US","A citizen of the US",19,"Married",4,10
"9407",40533,"female",31,"Non-Hispanic Black","The US","A citizen of the US",19,"Never married",3,4
"9408",40534,"male",45,"Non-Hispanic White","Elsewhere","Not a citizen of the US",18,"Separeted",1,11
"9414",40540,"male",82,"Non-Hispanic White","The US","A citizen of the US",19,"Widowed",2,8
"9418",40544,"male",50,"Non-Hispanic White","The US","A citizen of the US",20,"Separeted",6,11
"9419",40545,"female",78,"Non-Hispanic White","The US","A citizen of the US",19,"Divorced",1,6
"9422",40548,"female",64,"Non-Hispanic White","The US","A citizen of the US",20,"Married",2,6
"9423",40549,"male",29,"Other Hispanic","Elsewhere","Not a citizen of the US",19,"Married",5,6
"9425",40551,"male",65,"Non-Hispanic White","The US","A citizen of the US",19,"Married",3,5
"9431",40557,"female",58,"Non-Hispanic White","The US","A citizen of the US",20,"Married",2,11
"9435",40561,"male",54,"Non-Hispanic White","The US","A citizen of the US",20,"Separeted",1,9
"9437",40563,"male",70,"Non-Hispanic Black","The US","A citizen of the US",17,"Married",2,8
"9438",40564,"male",26,"Mexican American","Mexico","Not a citizen of the US",17,"Married",4,4
"9443",40569,"female",45,"Non-Hispanic White","The US","A citizen of the US",18,"Living with partner",1,4
"9444",40570,"female",75,"Non-Hispanic White","Elsewhere","A citizen of the US",18,"Married",2,8
"9447",40573,"female",83,"Non-Hispanic White","The US","A citizen of the US",16,"Widowed",2,8
"9448",40574,"female",47,"Non-Hispanic Black","The US","A citizen of the US",19,"Married",4,11
"9449",40575,"male",85,"Non-Hispanic White","The US","A citizen of the US",18,"Widowed",1,5
"9453",40579,"male",37,"Other Race - Including Multi-Racial","Elsewhere","Not a citizen of the US",20,"Married",3,11
"9456",40582,"male",32,"Non-Hispanic White","The US","A citizen of the US",18,"Never married",2,8
"9457",40583,"male",30,"Non-Hispanic White","The US","A citizen of the US",19,"Never married",1,2
"9459",40585,"male",61,"Mexican American","Mexico","Not a citizen of the US",16,"Married",3,5
"9461",40587,"male",45,"Non-Hispanic White","The US","A citizen of the US",19,"Married",5,11
"9462",40588,"male",32,"Non-Hispanic Black","The US","A citizen of the US",18,"Never married",1,7
"9463",40589,"male",35,"Other Race - Including Multi-Racial","Elsewhere","A citizen of the US",20,"Married",2,11
"9464",40590,"male",24,"Mexican American","Mexico","Not a citizen of the US",17,"Divorced",1,9
"9465",40591,"male",48,"Non-Hispanic Black","The US","A citizen of the US",19,"Married",5,11
"9466",40592,"female",40,"Other Race - Including Multi-Racial","Elsewhere","A citizen of the US",20,"Married",3,11
"9469",40595,"female",34,"Non-Hispanic White","The US","A citizen of the US",19,"Married",3,11
"9470",40596,"male",44,"Non-Hispanic Black","The US","A citizen of the US",18,"Never married",2,1
"9471",40597,"male",42,"Mexican American","Mexico","Not a citizen of the US",19,"Married",5,3
"9472",40598,"female",69,"Non-Hispanic Black","The US","A citizen of the US",18,"Separeted",1,2
"9473",40599,"female",71,"Non-Hispanic White","The US","A citizen of the US",18,"Married",2,8
"9476",40602,"female",27,"Non-Hispanic White","The US","A citizen of the US",19,"Married",3,9
"9478",40604,"female",63,"Mexican American","Mexico","Not a citizen of the US",16,"Married",3,5
"9479",40605,"female",39,"Non-Hispanic White","The US","A citizen of the US",18,"Never married",1,5
"9480",40606,"male",57,"Non-Hispanic Black","The US","A citizen of the US",17,"Living with partner",7,8
"9481",40607,"female",40,"Non-Hispanic Black","The US","A citizen of the US",20,"Married",2,11
"9482",40608,"male",49,"Non-Hispanic Black","The US","A citizen of the US",20,"Living with partner",2,11
"9483",40609,"female",32,"Other Race - Including Multi-Racial","Elsewhere","A citizen of the US",16,"Married",7,3
"9484",40610,"male",23,"Non-Hispanic White","The US","A citizen of the US",18,"Never married",2,6
"9486",40612,"male",36,"Non-Hispanic Black","The US","A citizen of the US",17,"Married",2,3
"9487",40613,"male",31,"Other Race - Including Multi-Racial","The US","A citizen of the US",19,"Living with partner",4,10
"9488",40614,"male",70,"Non-Hispanic Black","The US","A citizen of the US",17,"Married",2,11
"9491",40617,"male",36,"Mexican American","Mexico","Not a citizen of the US",17,"Divorced",3,7
"9504",40630,"male",20,"Non-Hispanic Black","The US","A citizen of the US",18,"Living with partner",5,8
"9507",40633,"male",51,"Mexican American","Mexico","A citizen of the US",17,"Divorced",4,11
"9511",40637,"male",53,"Non-Hispanic White","The US","A citizen of the US",16,"Married",2,9
"9513",40639,"male",47,"Non-Hispanic White","The US","A citizen of the US",20,"Married",5,11
"9514",40640,"male",27,"Non-Hispanic White","The US","A citizen of the US",19,"Never married",2,7
"9515",40641,"male",23,"Non-Hispanic White","The US","A citizen of the US",17,"Married",1,7
"9517",40643,"male",67,"Mexican American","The US","A citizen of the US",18,"Married",4,5
